Timeline,Start time,Duration,Row,Instance number,CROSSING,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,FIRST PHASE,Fouled,Goalkeeper Actions,OFFSIDE,Offsides,PEN AREA ENTRY,POSSESSION THIRDS,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,SECOND PHASE,SHOOTING,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,TRANSITION,Turnover,Ungrouped,Notes,Flags
Individual XML,6012.467528314909,14.0,Grace Jale,55,,CD Gold Zone,CO Zone 00 L,Teammate Not Found,Floated,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6223.881655253685,14.0,Grace Jale,56,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,6240.321655242347,14.0,Grace Jale,57,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,6291.538333333333,14.0,Grace Jale,58,,,,,,,,,,,,,,"Pass into F3, Pass into box",Complete,"Complete, Complete",Through,Below,,,,,,,,,,,,
Individual XML,6326.058333333333,14.0,Grace Jale,59,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,6348.418333333333,14.0,Grace Jale,60,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6389.758333333333,14.0,Grace Jale,61,,,,,,,,,,,,,,Pass into box,,Incomplete,,Seam 1,,,,,,,,,,,,
Individual XML,6411.838333333333,14.0,Grace Jale,62,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6782.036666666667,14.0,Grace Jale,63,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,6831.486666666667,14.0,Grace Jale,64,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,6848.166666666667,14.0,Grace Jale,65,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,6851.526666666667,14.0,Grace Jale,66,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6961.775,14.0,Grace Jale,67,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6965.735,14.0,Grace Jale,68,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7026.095,14.0,Grace Jale,69,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,7071.533333333334,14.0,Grace Jale,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7210.533333333334,14.0,Grace Jale,71,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,7227.0633333333335,14.0,Grace Jale,72,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7315.153333333334,14.0,Grace Jale,73,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7319.233333333334,14.0,Grace Jale,74,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7420.8116666666665,14.0,Grace Jale,75,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7464.235,14.0,Grace Jale,76,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,7659.045,14.0,Grace Jale,77,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7684.208333331916,14.0,Grace Jale,78,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,7689.248333331916,14.0,Grace Jale,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,687.0810317332766,14.0,Kate Taylor,1,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,778.1433219954648,14.0,Kate Taylor,2,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,790.3833219954648,14.0,Kate Taylor,3,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,801.4233219954649,14.0,Kate Taylor,4,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,815.4633219954649,14.0,Kate Taylor,5,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,843.5733219954649,14.0,Kate Taylor,6,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,970.4566666666667,14.0,Kate Taylor,7,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1031.5066665617915,14.0,Kate Taylor,8,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1051.586643938492,14.0,Kate Taylor,9,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1144.6266326289683,14.0,Kate Taylor,10,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,1150.2666325892858,14.0,Kate Taylor,11,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1278.7165757539683,14.0,Kate Taylor,12,,,,,,,,,,,,,,,Incomplete,,Over,Below,,,,,,,,,,,,
Individual XML,1318.1565305385489,14.0,Kate Taylor,13,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1350.6749998767007,14.0,Kate Taylor,14,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1360.2749998129252,14.0,Kate Taylor,15,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,1538.1649542332766,14.0,Kate Taylor,16,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1548.7249541609976,14.0,Kate Taylor,17,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,1571.2349319671202,14.0,Kate Taylor,18,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1574.5549092942176,14.0,Kate Taylor,19,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1611.366666667,14.0,Kate Taylor,20,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1613.235,14.0,Kate Taylor,21,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1828.513321984127,14.0,Kate Taylor,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1915.8615191780045,14.0,Kate Taylor,23,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1946.2483333304988,14.0,Kate Taylor,24,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1983.5549999914965,14.0,Kate Taylor,25,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2119.6249432979025,14.0,Kate Taylor,26,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2167.724920547052,14.0,Kate Taylor,27,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2272.193333334,14.0,Kate Taylor,28,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2302.141405856009,14.0,Kate Taylor,29,,,,,,,,,,,,,,,Incomplete,,Over,,,,,,,,,,,,,
Individual XML,2318.2613944940476,14.0,Kate Taylor,30,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,2465.8466553117914,14.0,Kate Taylor,31,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,2488.4833106108276,14.0,Kate Taylor,32,,,,,,Ground Duel +,,,,,,,,Pass into box,Incomplete,Incomplete,Through,,,,,,,,,,,,,
Individual XML,2507.563310508787,14.0,Kate Taylor,33,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2514.7633104705214,14.0,Kate Taylor,34,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,2918.2943876473923,14.0,Kate Taylor,35,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,2941.0943875255102,14.0,Kate Taylor,36,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,2951.654387468821,14.0,Kate Taylor,37,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,2976.036666662415,14.0,Kate Taylor,38,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2993.3166665702947,14.0,Kate Taylor,39,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Below,,,,,,,,,,,,
Individual XML,3064.768333278061,14.0,Kate Taylor,40,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3094.9483105257937,14.0,Kate Taylor,41,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,3193.5116666666668,14.0,Kate Taylor,42,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3315.151666667,14.0,Kate Taylor,43,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3369.55,14.0,Kate Taylor,44,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3764.851961451247,14.0,Kate Taylor,45,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3892.378333334,14.0,Kate Taylor,46,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4897.843321896258,14.0,Kate Taylor,47,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,4913.083321814059,14.0,Kate Taylor,48,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,4918.84332178288,14.0,Kate Taylor,49,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,4942.963321653911,14.0,Kate Taylor,50,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5128.184965986395,14.0,Kate Taylor,51,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5148.893299314059,14.0,Kate Taylor,52,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,5218.17325394983,14.0,Kate Taylor,53,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,5332.273230936791,14.0,Kate Taylor,54,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5488.6299659807255,14.0,Kate Taylor,55,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,5630.033321935941,14.0,Kate Taylor,56,,,,,,,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,5655.05331053288,14.0,Kate Taylor,57,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Over,,,,,,,,,,,,,
Individual XML,5758.944977267573,14.0,Kate Taylor,58,,,,,,,,,,,,,,,,,,Below,,,,,,,,,TURNOVER,,,
Individual XML,5797.794954445862,14.0,Kate Taylor,59,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,5811.444931916099,14.0,Kate Taylor,60,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,5838.544909244614,14.0,Kate Taylor,61,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,5885.818163205782,14.0,Kate Taylor,62,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,5891.938163173186,14.0,Kate Taylor,63,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6033.857505664682,14.0,Kate Taylor,64,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6121.897312614796,14.0,Kate Taylor,65,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,6185.857312273242,14.0,Kate Taylor,66,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,6202.781666641156,14.0,Kate Taylor,67,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,6322.578333333333,14.0,Kate Taylor,68,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,6346.138333333333,14.0,Kate Taylor,69,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,6410.3983333333335,14.0,Kate Taylor,70,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,6413.518333333333,14.0,Kate Taylor,71,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6724.076666666667,14.0,Kate Taylor,72,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6734.996666666667,14.0,Kate Taylor,73,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6773.636666666666,14.0,Kate Taylor,74,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,6889.086666666667,14.0,Kate Taylor,75,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6895.6866666666665,14.0,Kate Taylor,76,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Neutral,,,,,,,,,,,,
Individual XML,6907.6866666666665,14.0,Kate Taylor,77,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,6971.735,14.0,Kate Taylor,78,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,6986.255,14.0,Kate Taylor,79,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7001.255,14.0,Kate Taylor,80,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7023.335,14.0,Kate Taylor,81,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,7031.135,14.0,Kate Taylor,82,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7174.413333333333,14.0,Kate Taylor,83,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7183.893333333333,14.0,Kate Taylor,84,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,7196.733333333334,14.0,Kate Taylor,85,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7259.593333333333,14.0,Kate Taylor,86,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,7269.553333333333,14.0,Kate Taylor,87,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,7273.2733333333335,14.0,Kate Taylor,88,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7326.433333333333,14.0,Kate Taylor,89,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Below,,,,,,,,,,,,
Individual XML,7379.953333333333,14.0,Kate Taylor,90,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,7425.611666666667,14.0,Kate Taylor,91,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7429.091666666666,14.0,Kate Taylor,92,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7493.533333333334,14.0,Kate Taylor,93,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7504.213333333333,14.0,Kate Taylor,94,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7591.426666666666,14.0,Kate Taylor,95,,,,,,,,,,,,,,,Complete,,Over,Neutral,,,,,,,,,,,,
Individual XML,7630.245,14.0,Kate Taylor,96,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7662.645,14.0,Kate Taylor,97,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,7687.208333331916,14.0,Kate Taylor,98,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,7820.763321995465,14.0,Kate Taylor,99,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,6167.377312371032,14.0,Kelli Brown,1,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,6209.481655328798,14.0,Kelli Brown,2,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,,
Individual XML,6331.9383333333335,14.0,Kelli Brown,3,,,,,,,,,,,,,,,Incomplete,,Backwards,,,,,,,,,,,,,
Individual XML,6468.071666666667,14.0,Kelli Brown,4,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6786.156666666667,14.0,Kelli Brown,5,,CD Zone ONE C,CO Zone 00 L,Teammate Found,Cut Back,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,6934.355,14.0,Kelli Brown,6,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,7008.935,14.0,Kelli Brown,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7645.245,14.0,Kelli Brown,8,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7795.006666666667,14.0,Kelli Brown,9,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,,
Individual XML,696.7833333304989,14.0,Katie Kitching,1,,,CO Zone 00 R,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,896.2633219954648,14.0,Katie Kitching,2,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,935.1866666666666,14.0,Katie Kitching,3,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,965.7766666666666,14.0,Katie Kitching,4,,,,,,,,,,,,,,,Incomplete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1037.6266665221087,14.0,Katie Kitching,5,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1190.326587293084,14.0,Katie Kitching,6,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1311.0765305881519,14.0,Katie Kitching,7,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1326.4365304818593,14.0,Katie Kitching,8,,,,,,,,,,,,,,,Incomplete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1333.1549999971655,14.0,Katie Kitching,9,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1364.594999781746,14.0,Katie Kitching,10,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,1426.0349999546486,14.0,Katie Kitching,11,,,,,,,,,,,,,,,,,,,,,,Set Piece,SL Zone ONE C,,SHOT,,,,,
Individual XML,1598.311473920068,14.0,Katie Kitching,12,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1758.28,14.0,Katie Kitching,13,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1780.335,14.0,Katie Kitching,14,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,1948.8383219869615,14.0,Katie Kitching,15,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2007.9149999603176,14.0,Katie Kitching,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2022.0749999418933,14.0,Katie Kitching,17,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2025.0749999376417,14.0,Katie Kitching,18,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,2101.144954634354,14.0,Katie Kitching,19,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,2176.3649205002835,14.0,Katie Kitching,20,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 R,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,2371.868333130669,14.0,Katie Kitching,21,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,2553.0433102650227,14.0,Katie Kitching,22,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,2582.786655316043,14.0,Katie Kitching,23,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,2771.2992857071995,14.0,Katie Kitching,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2912.054387681406,14.0,Katie Kitching,25,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,TURNOVER,,,
Individual XML,3072.028310649093,14.0,Katie Kitching,26,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,3111.2633333163267,14.0,Katie Kitching,27,,CD Gold Zone,CO Zone 00 R,Teammate Found,Cut Back,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,3141.9733333333334,14.0,Katie Kitching,28,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,3179.0333333333333,14.0,Katie Kitching,29,,,,,,,,,,,,,,,,,,,,,,,SL Zone 00 R,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,3252.721666666667,14.0,Katie Kitching,30,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,3258.8516666666665,14.0,Katie Kitching,31,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,3405.285,14.0,Katie Kitching,32,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,3425.41,14.0,Katie Kitching,33,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,3807.151961451247,14.0,Katie Kitching,34,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 R,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,3852.5719614512473,14.0,Katie Kitching,35,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,4840.973333270975,14.0,Katie Kitching,36,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,5054.93986386763,14.0,Katie Kitching,37,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,5157.533299268707,14.0,Katie Kitching,38,,CD Black Box,CO Zone XAR,Teammate Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,5286.07323118339,14.0,Katie Kitching,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5297.953231121031,14.0,Katie Kitching,40,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5305.393231079932,14.0,Katie Kitching,41,,CD Zone 00 L,CO Zone XAR,Teammate Found,Floated,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,5396.98333330924,14.0,Katie Kitching,42,,,,,,,,,,,,,,,,,,,,,Goal,,SL Gold Zone,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,5528.599931957199,14.0,Katie Kitching,43,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,5696.443276643991,14.0,Katie Kitching,44,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,5934.368151913265,14.0,Katie Kitching,45,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5939.408151886338,14.0,Katie Kitching,46,,,,,,,,Fouled,,,,,,,,,,Neutral,,,,,,,,,,,,
Individual XML,6017.467516994047,14.0,Katie Kitching,47,,,,,,,,,,,,,,,,,,,,,,,SL Zone ONE C,,SHOT,,,,,
Individual XML,6166.5373123767,14.0,Katie Kitching,48,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6205.061666629818,14.0,Katie Kitching,49,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,6290.698333333334,14.0,Katie Kitching,50,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6351.778333333334,14.0,Katie Kitching,51,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,6427.198333333334,14.0,Katie Kitching,52,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,6571.516666666666,14.0,Katie Kitching,53,,,,,,,,,,,,,,,,,,,,,,Set Piece,SL Zone THREE C,,"SHOT, SHOT ON TARGET",,,,,
Individual XML,6963.695,14.0,Katie Kitching,54,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6967.415,14.0,Katie Kitching,55,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7108.551666666666,14.0,Katie Kitching,56,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,7140.26,14.0,Katie Kitching,57,,,,,,,,,,,,,,,Complete,,Over,,,,,,,,,,,,,
Individual XML,7242.793333333333,14.0,Katie Kitching,58,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,7382.713333333333,14.0,Katie Kitching,59,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,7637.925,14.0,Katie Kitching,60,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7780.366666666667,8.0,Katie Kitching,61,,CD Gold Zone,CO Zone FOUR C R,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 1,,,,,,,,,,,,
Individual XML,7791.406666666667,8.0,Katie Kitching,62,,,,,,Ground Duel +,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,730.7433333120748,10.839999998582812,Vic Esson,1,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,841.5333219954648,12.160000000000082,Vic Esson,2,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,1839.4333219699547,9.748203083114959,Vic Esson,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
